,白话文,文言文
4626,库楼星十颗，六颗大星叫库，南面四颗星叫楼，在角宿之南。,星官在二十八宿之外者库楼十星，六大星为库，南四星为楼，在角南。
4627,蓝元震有五个养子，都不是宦官。,元震养子五人，不畜阉子。
4628,记载礼仪的典籍认为妥当。,礼经善之。
4629,去世，又以第六个儿子司马祗为东海王，作哀王的后人。,薨，复以第六子祗为东海王，继哀王后。
4630,离越回答说：,离越报曰：
4631,因此，所有优婆夷都以空、无相、无愿的法门来修习自心，快乐地领受大乘经典，听闻后能为别人演说，能护持本愿，毁訾自己的女身，因为它甚可患厌，性不坚牢。由于心中常修集这样的正观，破坏生死无际的轮转，渴仰大乘之法。既能自己充足自己，又能充足渴仰大乘的别人。,以是因缘，诸优婆夷以空无相无愿之法，常修其心，深乐咨受大乘经典，闻已亦能为他演说护持本愿，毁訾女身甚可患厌，性不坚牢，心常修集如是正观，破坏生死无际轮转，渴仰大乘既自充足，复能充足余渴仰者。
4632,正统初年提升为御史。,正统初，擢御史。
4633,孔子说：“孝是一切道德的根本，也是所有道德教化的根源。,子曰：夫孝，德之本也，教之所由生也。
4634,所以的缘故就是，因为这条路的路边，有一介凶贼，名叫鸯掘魔，在那里出没之故。,所以然者，此路侧有贼名鸯掘魔，于中止住。
4635,所以善于做事者必要使之成功，善于开端者必要使之有好的结果。,故善作者必善成，善始者必善终。
4636,所以音乐，对外可以用来征讨诛伐，对内可以谦恭礼让。,故乐者，出所以征诛也，入所以揖让也。
4637,好比用沙子榨油，让冰变成酥油一样，是不可能的，是徒劳无益的。,譬如压沙责油、攒冰求酥，既不可得，徒自劳苦。
4638,到了以后，进了门，李氏起身相迎，郭氏不知不觉地双腿弯曲，于是就跪下去再拜。,既至，入户，李氏起迎，郭不觉脚自屈，因跪再拜。
4639,劝请如来说法，随闻法而喜并作称赞，得果报而自己也有佛的音声；,劝请说法，随喜赞善，得佛音声；
4640,二月十六日，免除秀州贫民拖欠的田租。,二月辛未，蠲秀州贫民逋租。
4641,如是问罢待回答，大日世尊依次说：一心谛听金刚手，,如是发问已，牟尼诸法王，告持金刚慧，一心应谛听：
4642,娄进听到后叹息说：“遣和以前的白气是一个意思。”,洋闻而叹曰：“此与前白气同。”
4643,君王想要把国家治理好，要从你自身开始做起，别人怎么能够依赖呢？”,君欲治，从身始，人何可恃乎？”
4644,而叔齐也不肯即位逃走了。,叔齐亦不肯立而逃之。
4645,派善于勘查敌人踪迹的人，天亮时就到大岗、山林去勘查，每里不少于三人。,巨阜、山林，皆令可以迹者平明而迹，无下里三人。
4646,窦威后来生病卧床，高祖亲自临问。,后寝疾，帝临问，
4647,婇女们依命，都回去沐浴打扮，洁身待命。,诸女闻已，各严衣服，沐浴澡洁。
4648,萧俛等人不能在事未成之前，忘我恳切劝谏，而使陛下有轻忽劝谏的名声流播于史册，这是使君主陷入过失。,萧俛等不能先事未形，忘躯恳谏，而使陛下有忽谏之名流于史册，是陷君于过也。
4649,这就像是用手去捉摸虚空，只能是手的徒劳而已，虚空怎么能够被手捉摸得到？,如以手掌撮摩虚空，只益自劳，虚空云何随汝执捉？
4650,能使众生在那受害的时候，那要杀害他的刀会一段段损坏，使那些兵器如同割水吹光，丝毫动摇不了他的性命。,能令众生，临当被害，段段坏，使其兵戈，犹如割水，亦如吹光，性无摇动。
4651,又次，烧炙地狱的诸狱卒将那些罪人入于铁室内，其室乃为火燃，内外都俱为热赤，而烧炙罪人，使罪人的皮肉都燋烂，苦痛辛酸，万毒并至。,复次，烧炙地狱其诸狱卒，将彼罪人入铁室内，其室火然，内外俱赤，烧炙罪人，皮肉燋烂，苦痛辛酸，万毒并至。
4652,不是说有漏的心，其本性是无漏的，所以称本来清净。,非有漏心，性是无漏，故名本净。
4653,音乐在家庭之中，父子兄弟一起倾听，就没有不和慕亲近的；,闺门之内，父子兄弟同听之，则莫不和亲；
4654,周昂前来看他时，仇钺正躺在床上呻吟不止。,昂来视，钺方坚卧呻吟。
4655,官署里有个名叫鲁宁的折冲都尉，骄狂放纵违反法纪，县署里没有谁能制服他。,部人折冲都尉鲁宁者，豪纵犯法，县莫敢屈。
4656,渊有九种，我给他看的只有三种。,渊有九名，此处三焉。
4657,简文帝司马昱作相王时，和谢安一起去拜访桓温。,简文作相王时，与谢公共诣桓宣武。
4658,为何会是这样呢？,何故以然？
4659,即如果某一存在的事物，心或心所带有该事物的形相，成为心或相应心所的认识对象和依托对象。,谓若有法，是带己相，心或相应所虑所托。
4660,老师活着时不重用，死后才致哀悼，这不合礼仪；,生不能用，死而诔之，非礼也；
4661,“安住一切境中的念佛法门，因为这个法门能使众生在一切境界中看见诸位如来次第示现的情形；,住一切境念佛门，普于一切诸境界中见诸如来次第现故；
4662,有一个时候，佛陀住在于波罗国，仙人住处的鹿野苑中。,一时，佛住波罗奈国仙人住处鹿野苑中。
4663,如果用三祭祀，及十六祀具，并供养众僧，使其不断的功德，,若以三祭祀及十六祀具并供养众僧使不断者。
4664,周臣游腾为西周对楚王说：,游腾谓楚王曰：
4665,长大的树木与人类皆高八丈，全部皆寿八万四千岁。,树木长大人长八丈。皆寿八万四千岁。
4666,初五，元兵进攻忠、涪，接近夔州疆界，诏令蒲择之、马光祖，战守调遣，自行决定。,己酉，大元兵攻忠、涪，渐薄夔境，诏蒲择之、马光祖战守调遣，便宜行事。
4667,刘豫尚且不亲来，陛下怎能同逆雏决胜负呢？”,豫犹不亲来，至尊岂可与逆雏决胜负哉？
4668,市井是贫民谋取丝毫之利以养家糊口的场所，陛下享有全国的财富，对它有什么依赖？,夫市井之地，贫民求升合丝毫以活身家者也，陛下享万方之富，何赖于彼？
4669,有时同时生起二种。,或时起二。
4670,其父谢达，为梁太学博士。,父达，梁太学博士。
4671,唱‘拖字时，便趣入名为观察拣择一切法聚的般若波罗蜜门；,唱拖字时，入般若波罗蜜门，名观察拣择一切法聚；
4672,看轻财利就不会争夺；不争夺，强者就不会欺凌弱者；人多的就不会欺侮人少的。,贱财利则不争，不争则强不凌弱，众不暴寡。
4673,如果说是色身，那末色身死时，地、水、火、风四大分散，全是痛苦，是痛苦就说不上乐；,若色身者，色身灭时，四大分散，全然是苦，苦不可言乐；
4674,心起欲相则欲现，何必色香五种欲？,心可则为欲，何必独五欲！
4675,近年来敌寇不敢侵犯山西境内各郡，是因为三关防备森严的缘故。,近年寇不敢犯山西内郡者，以三关备严故也。
4676,这样，可以免去大量浪费的利禄，对其他职官也有好处。,免虚费于利禄，仍均济于职官。
4677,谁能够断灭这无自性的空法呢？,谁能断无性法？
4678,老百姓不能负担，便到处流亡。,民力不胜，则流亡随之。
4679,善萨摩诃萨受取四种供养，是为了得菩提道，而不是为了长寿命。,菩萨受取四种供养，为菩提道非为寿命。
4680,李听说“：听从您的吩咐。”,听曰：“唯命。”
4681,再次入侵，又再次在金鸡峪被击退。,再入，败之于金鸡峪。
4682,皇上很自信自己英武明察，刑杀果断，并颇为自己护短，严嵩因此得以借事激怒皇上，残害别人以谋取个人私利。,帝英察自信，果刑戮，颇护己短，嵩以故得因事激帝怒，戕害人以成其私。
4683,阿难及会中大众听了佛的开示教诲，心中的疑惑消除了，当即悟得实相，身、心即刻获得未曾有过的轻松、安适。,阿难及诸大众闻佛示诲，疑惑销除，心悟实相，身意轻安未曾有。
4684,有个刘郎中，忌妒他的才能。,有刘郎中者，忌其能。
4685,二十三日，减轻京畿囚犯罪刑一等，释放杖刑以下囚犯。,丙子，减京畿囚罪一等，释杖以下。
4686,年少时有才气，超凡脱俗。,少有才气，不伦于俗。
4687,每当提出有益的建议，都被采用。,上便宜，每见纳用。
4688,那么这句话是说古代的国君和诸侯，在春秋吉日到朝廷朝觐天子，受到天子的严正教导，回去后治理国家。政令所能到达的地方，没有人敢不服从。,则此语古者国君诸侯之以春秋来朝聘天子之廷，受天子之严教，退而治国，政之所加，莫敢不宾。
4689,还有，那奴仆婢女、象马车乘等，又都在哪里呢？”,奴婢僮仆、象马车乘，皆何所在？”
4690,黎利的使者回去时，皇帝又以寻访陈氏遗裔，将留在安南的中国遗民归还中国这两件事谕告黎利，但言词不甚坚决。,使臣归，帝复以访陈氏裔，还中国遗民二事谕之，词不甚坚。
4691,二十四日，到李继隆家探视病情。,癸酉，幸李继隆第视疾。
4692,各位仁者，谁能到那里去取佛饭？,诸仁者，谁能致彼佛饭？
4693,元帝初镇下邳时，又任题盒为参军。,元帝初镇下邳，复命为参军。
4694,什么叫室宅心呢？,云何室宅心？
4695,父亲能生育自己，但不能喂养；,父能生之，不能养之；
4696,但中书也说“：从唐朝以来，亲王没有兼任师傅的。,而中书亦谓：自唐以来，亲王无兼师傅者。
4697,很嫩滑，很美味。可以保存一个月。,甚滑美，得一月日停。
4698,冬十月初一，罢除差役法，让人们出钱募役。,冬十月壬子朔，罢差役法，使民出钱募役。
4699,乃至在生于四天王天中。,乃至四天王中。
4700,杜范的回书也有“奸人抄入邪说”的话，但史书已进献给皇上了。,范报书亦有奸人剿入邪说之语，然书已登进矣。
4701,这就叫做不戏论。,是名不戏论。
4702,惠帝没有听从，李含于是被贬，退为五品。,帝不从，含遂被贬，退割为五品。
4703,鼓乐弦歌齐奏，天花飘散，为佛陀和僧人设置了各种供养。,鼓乐弦歌散众名华，种种供养佛及众僧。
4704,四，多加听闻。懂得所受持的上、中、下善法，其中的深奥道理。清净无秽，修行清净除欲具足。,四者多闻。其所受持。上中下善。义味深奥。清净无秽。梵行具足。
4705,崔浩说：“小人管窥蠡测，怎能发现苍天的广大。,浩曰：“小人管窥县象，何能见玄穹之广大。
4706,这几个条件愈好，距楚国就愈远了。,此数者愈善，而离楚愈远耳。
