白话文,文言文,文言文_较差
通源自临洮迅速赶到泾州，进攻庆阳的西边，顾时进攻北面，傅友德进攻东面，陈德攻南面，大将军进逼城下。,通源自临洮疾趋至泾，略其西，顾时略其北，傅友德略其东，陈德略其南。大将军逼城下，,通源自临洮快走到泾，西边略过，顾时北边略过，傅友德东边略过，陈德南边略过。大将军迫近城下。
皇帝对前事还心中不平，对宰相李泌说：“和亲之事等到子孙辈时再说吧，我不能答应。”,帝蓄前恚未平，谓宰相李泌曰：“和亲待子孙图之，朕不能已。”,皇帝心里还在生气，跟宰相李泌说：“和亲的事情留给子孙去处理，我解决不了这些问题。”
勃勃便筑堤坝截断水流，苏奇堡襄的人们很窘迫，把王奚抓起来投降。,于是堰断其水，堡人窘迫，执奚出降。,于是堵住水，堡里的人很着急，抓了奚出来投降。
二十九日，释放两浙路杖刑以下囚犯。,庚寅，释两浙路杖以下囚。,庚寅，放了两浙路所有打板子的犯人。
你的意识依凭种种法才能生出，那么，现在你仔细观察，种种法是什么相状。,汝识决定依于法生，今汝谛观，法法何状？,汝之识见决定依于法而生，今汝仔细看看，这些法状如何？
中州每年役使五六万人治理黄河，山东、河南修堵决口不下二十万人，苏州府、松江府治水也如此。,中州岁役五六万人治河，山东、河南修塞决口夫不下二十万，苏、松治水亦如之。,中原每年用五六万人治河，山东、河南修塞决口的不下二十万，苏州、松江治水也一样。
当时高祖出巡仁智宫，秦王世民与齐王元吉随从。,时帝幸仁智宫，秦王、元吉从，,时帝去仁智宫，秦王、元吉跟着。
谢胡儿对庾道季说：“大家也许要来和你论谈，应当坚固城垒，做好准备。”,谢胡儿语庾道季：“诸人莫当就卿谈，可坚城垒。”,谢胡儿跟庾道季说：“别人都不能跟你谈，你要把城守好。”
不过正统、弘治年间，我们对这片地区不加守护，他们也没有占为己有。,然正统、弘治间，我未守，彼亦未取。乃因循画地守，捐天险，失沃野之利。,然正统、弘治间，我没守，他也未取。于是拖拖拉拉画地守，丢掉天险，失掉沃野之利。
如果圣朝依然对此隐讳忍耐，不彰明法制，那么不法之徒便会因袭匹弹的踪迹，随意杀人，好恶无常，陛下将凭什么来惩治他们呢！,若圣朝犹加隐忍，未明大体，则不逞之人袭匹䃅之迹，杀生自由，好恶任意，陛下将何以诛之哉！,若圣朝还忍着，不懂大事，那坏人学匹䃅做事，随便杀生，想干嘛干嘛，陛下你怎么惩罚他们呢！
诸边饷银越发增多。,诸边饷银益增。,边疆的饷银增加很多了。
后来看文武百官都不值得信任，于是专门用那么一两个太监，京城外边一步步地安排了太监。,文武皆不足信，乃专任一二内臣，阃以外次第委之。,文武都不值得相信，就只信任一两个内臣，外面的事都交给他们去办。
郗鉴于是独自人去吃饭，吃时总是把饭含在腮帮子里，回到家里，再吐出来给两个孩子吃。,公于是独往食，辄含饭著两颊边，还，吐与儿。,公于是独自去吃饭，吃的时候就把饭含在两边脸颊，回去后再吐给儿子。
劫掠乡邑屠戮城池，侵占土地实施他祸国殃民的阴谋。,剽邑屠城，略地骋其蝥贼。,剽邑屠城，抢地像蝥贼一样乱来。
十一月初三，修建祚德庙，严格程婴、公孙杵臼的祭祀。,十一月甲寅，修祚德庙，以严程婴、公孙杵臼之祀。,十一月甲寅，修理祚德庙，把程婴、公孙杵臼的祭祀弄严重点。
尔朱天光率兵赴洛，留董绍在后。,天光赴洛，留绍于后。,天光去洛，留绍在后。
闰三月二十四日，追夺雷云三官，梅州安置。,闰月己未，追雷云三官、梅州安置。,闰月己未，追雷云三官，梅州安置。
桓玄时，想要招徕安抚四方远地，就用张天锡为护羌校尉、凉州刺史。,桓玄时，欲招怀四远，乃用天锡为护羌校尉、凉州刺史。,桓玄那会儿，想要招揽远方的人，就让天锡当护羌校尉、凉州刺史。
孝闵帝登基，升太保、大宗伯，晋封卫国公，食邑一万户。,孝闵帝践阼，迁太保、大宗伯，进封卫国公，邑万户。,孝闵帝登基，迁太保、大宗伯，封卫国公，万户邑。
监察御史陈师合呈献《拔士论》，称一个人不可统管数职，暗中讽喻杜如晦等人。,监察御史陈师合上《拔士论》，谓一人不可总数职，阴剀讽如晦等。,监察御史陈师合上《拔士论》，说一个人不能干太多活，暗中批评如晦他们。
圆的中心到圆周的任一半径都是同样长度。,中，同长也。,中，一样长也。
这种主张是错误的，为什么呢？,彼执非理，所以者何？,彼执非理，为何如此？
不因为高兴就赏赐，不因为动怒就诛杀；,不因喜以赏，不因怒以诛；,不因为喜欢就奖赏，不因为生气就处罚；
或者有沙门、婆罗门，用种种的方便，入于定意三昧，就用此三昧心而忆起四十个成劫与败劫之事，他就作如是之说：,或有沙门、婆罗门种种方便，入定意三昧，以三昧心忆四十成劫败劫，彼作是说：,或有沙门、婆罗门用各种方法，进入定意三昧，用三昧心记起四十成劫败劫，他们这样说：
象升便经过涿州进据保定，命令诸将分路出击，在庆都展开大战。,象升遂由涿进据保定，命诸将分道出击，大战于庆都。,象升从涿那地方进到保定，叫那些将军分开路打出去，然后在庆都大战一场。
一菩萨开导了百千众生，令他们都发无上道心，而菩萨之道慧非但无所损减，,夫一菩萨开导百千众生，令发阿耨多罗三藐三菩提心，于其道意，亦不灭尽；,一菩萨引导百千人，让他们发心修行，但对他自身的大道之心，并不减少。
自以为行为与众不同的人如果不付诸实践，那么他的行为就谈不上与众不同。,自异而不修其所以异，不异矣。,自异而不修其所以异，那就没啥异了。
百姓可以和朝廷一起享受成功，难于一起考虑开端。,夫百姓可与乐成，难与虑始。,百姓可同乐成，难同虑始。
观世音菩萨整理服装，向佛行礼后问道：,大士观世音，整服稽首问：,大士观世音，整理衣服点点头问：
所以其人格光明伟大，能够照耀古今。,所以光明硕大，照映今昔矣。,所以光明很大，照映从前到现在了。
当时世尊从空中听到声音后，即从座中而起，前往一些声闻众所聚集之处，这些声闻众，围绕着世尊而坐。,尔时，世尊闻空声已，即从座起，往声闻处，彼声闻众，围绕而坐。,那时候，佛听到空中声音，就从座位上起来，走到声音那边去，那里的众人围着坐下来。
这时，须菩提王子又作如是之念：,是时，王子须菩提复作是念：,那时，王子须菩提又想：
现在若让主张厚葬久丧者来主政，那么国君死了，必须服丧三年；,今唯无以厚葬久丧者为政，君死，丧之三年；,今只有以厚葬久丧做事，君死了，哭三年。
因酷暑命令监司到辖区内讯察囚犯罪状。,以盛暑，命监司行部虑囚。,因天热，叫监司去查牢里的人。
如果有人这样说没有小众生，这样的人是小众生。,若作是说无小众生，如是之人是小众生。,若说无小众生，这样的人是小众生。
耆域回答说：,耆域报曰：,耆域说道：
翟进到达福昌县，派兵袭击金兵营垒。,进至福昌，遣兵袭金营。,到福昌，派兵去袭击金营。
赐给“绳愆纠缪”银章，并在南北两京建府第给他。,赐“绳愆纠缪”银章，建第于两京。,赐「绳愆纠缪」银章，两京建第。
国史修成后，升任工部侍郎。,国史成，迁工部侍郎。,国史完成，然后去做工部侍郎。
然后，来到佛的住处，向世尊恭敬施礼后说：,集比丘僧已，往世尊所，头面礼足在一面住。白世尊言：,召集了比丘僧，到世尊那边去，头磕地上，手摸脚，在一边站。对世尊说：
楚王说：“捆着的人是干什么的？”官吏回答说：“是齐国人，犯了偷盗的罪。”,王曰：“缚者曷为者也？”对曰：“齐人也，坐盗。”,王曰：“这个绑着的是干什么的？”对曰：“他是齐国人，因为偷东西坐牢了。”
大菩萨应该怎样来了知如来般涅槃？佛子！大菩萨如果要了知如来大般涅槃的话，必须要了知一切法的根本自性。,菩萨摩诃萨欲知如来大涅槃者，当须了知根本自性。,菩萨大士想要知道如来大涅槃，必须懂得根本自性。
这就好像眼睛常久地盯视空中，就会在湛然清净的明体中看见狂花乱起。,如劳目睛，则有狂华于湛精明无因乱起。,若劳累目睛，便有狂华在清澈明处乱起。
鸡蛋在地上转个不停，他就跳下地用木屐的齿来踩踏鸡蛋，又没有踩踏到，他愤怒之极，又把蛋从地上捡起来放到口中，把鸡蛋咬破后立刻吐了出来。,鸡子于地圆转未止，仍下地以屐齿蹍之，又不得，瞋甚，复于地取内口中，啮破即吐之。,鸡子落地，圆转不停，用屐齿踩，还是没踩到，非常生气，又捡起来放进嘴里，咬破了就吐了。
那时，世尊告诉诸比丘们说：,尔时，世尊告诸比丘：,当时，佛说给那些和尚：
庄子快要死的时候，弟子们打算为他厚葬。,庄子将死，弟子欲厚葬之。,庄子快死，学生想给他大办丧事。
逭时康帝刚即位，是不会长久的征兆。,是时康帝初即位，不永之祥也。,此时康帝剛上位，是個不長久的好征兆也。
晋景公问伯宗怎么知道这种办法，伯宗不说是拉车的人告诉他的，欺骗晋景公是他自己知道的。,君问伯宗何以知之，伯宗不言受辇者，诈以自知。,君问伯宗怎么知道，伯宗不说听那拉车的人，乱说自个知道。
“我对齐国，并不敢去攻打它。”,“寡人之于齐也，非所敢欲伐也。”,寡人对于齐，不敢说想要攻打也。
郗超与谢玄关系不好。,郗超与谢玄不善。,郗超跟谢玄关系不好。
此后，用熟粪加肥，桃子味道便会更加好。,其余以熟粪粪之，则益桃味。,其余用熟粪施肥，则更桃的味道。
你说，东方的虚空宇宙可以想象与度量吗？”,于意云何，东方虚空可思量不？”,于意如何，东面虚空能算不？
曾经和志同道合者在会稽山阴的兰亭聚会宴饮，王羲之自己作序申述他的志向，说：永和九年，是癸丑年，暮春三月之初。,尝与同志宴集于会稽山阴之兰亭，羲之自为之序以申其志，曰：永和九年，岁在癸丑，暮春之初，,曾经和朋友在会稽山阴兰亭喝酒吃饭，王羲之自己写了个序说他的想法，说：永和九年，岁在癸丑，三月初，我们去游玩。
有为永生而观想意念而不休止的，当其忆想之道功成圆满的时候，成为照行仙。,坚固思念而不休息，思忆圆成，名照行仙。,坚固想念不停息，忆念圆满，名叫照行仙。
